datetime,temperature,humidity,windspeed,count
2023-01-03 19:00:00,35.05,54.05,21.01,191
2023-01-03 20:00:00,16.86,57.72,23.24,149
2023-01-03 21:00:00,39.67,86.84,27.95,377
2023-01-03 22:00:00,34.31,39.2,29.39,239
2023-01-03 23:00:00,19.97,65.17,26.54,84
2023-01-04 00:00:00,15.14,60.35,33.67,196
2023-01-04 01:00:00,35.39,66.69,5.55,79
2023-01-04 02:00:00,32.67,31.09,10.87,383
2023-01-04 03:00:00,33.23,82.33,5.23,133
2023-01-04 04:00:00,34.28,85.93,24.42,418
2023-01-04 05:00:00,16.85,63.91,31.94,330
2023-01-04 06:00:00,23.96,71.8,12.3,473
2023-01-04 07:00:00,17.9,85.35,32.81,393
2023-01-04 08:00:00,36.58,72.43,6.81,319
2023-01-04 09:00:00,30.58,39.15,33.03,203
2023-01-04 10:00:00,23.27,64.58,15.55,151
2023-01-04 11:00:00,16.59,66.4,8.04,264
2023-01-04 12:00:00,22.77,55.45,19.58,199
2023-01-04 13:00:00,23.13,74.19,12.7,481
2023-01-04 14:00:00,33.24,86.06,13.55,132
2023-01-04 15:00:00,30.94,85.53,14.22,159
2023-01-04 16:00:00,37.18,57.05,29.09,484
2023-01-04 17:00:00,26.81,36.79,21.17,436
2023-01-04 18:00:00,17.99,89.09,14.34,475
2023-01-04 19:00:00,32.83,80.33,23.31,324
2023-01-04 20:00:00,34.02,37.48,26.48,250
2023-01-04 21:00:00,29.03,85.25,13.18,333
2023-01-04 22:00:00,34.27,82.19,17.41,222
2023-01-04 23:00:00,27.34,61.13,8.66,376
2023-01-05 00:00:00,28.07,65.48,10.43,255
2023-01-05 01:00:00,25.69,53.94,25.43,112
2023-01-05 02:00:00,15.64,33.29,10.44,122
2023-01-05 03:00:00,17.7,50.11,20.75,300
2023-01-05 04:00:00,15.79,78.17,26.27,173
2023-01-05 05:00:00,30.91,30.28,8.21,424
2023-01-05 06:00:00,22.86,50.01,22.02,170
2023-01-05 07:00:00,27.71,53.89,12.7,324
2023-01-05 08:00:00,37.69,62.24,33.89,480
2023-01-05 09:00:00,21.23,85.19,19.51,447
2023-01-05 10:00:00,25.26,50.78,29.18,169
2023-01-05 11:00:00,33.89,50.82,21.51,471
2023-01-05 12:00:00,20.72,74.25,6.3,486
2023-01-05 13:00:00,16.92,57.13,23.99,366
2023-01-05 14:00:00,22.24,43.48,33.54,213
2023-01-05 15:00:00,19.03,57.15,23.05,473
2023-01-05 16:00:00,38.24,38.45,29.58,335
2023-01-05 17:00:00,35.2,40.58,31.53,314
2023-01-05 18:00:00,30.84,59.9,11.84,369
2023-01-05 19:00:00,36.79,55.14,11.36,210
2023-01-05 20:00:00,35.09,84.89,23.33,425
2023-01-05 21:00:00,19.66,51.74,17.33,357
2023-01-05 22:00:00,37.31,64.84,30.2,138
2023-01-05 23:00:00,28.48,67.94,32.0,191
2023-01-06 00:00:00,35.19,30.79,15.6,252
2023-01-06 01:00:00,37.4,69.81,12.11,358
2023-01-06 02:00:00,22.95,40.68,28.42,276
2023-01-06 03:00:00,17.75,87.66,13.24,492
2023-01-06 04:00:00,20.7,38.92,29.68,383
2023-01-06 05:00:00,25.68,54.88,17.71,271
2023-01-06 06:00:00,35.45,35.12,25.03,90
2023-01-06 07:00:00,36.52,89.81,7.87,245
2023-01-06 08:00:00,15.17,60.13,23.72,117
2023-01-06 09:00:00,27.77,65.72,18.55,313
2023-01-06 10:00:00,25.44,34.02,22.6,51
2023-01-06 11:00:00,20.55,75.0,10.04,410
2023-01-06 12:00:00,18.0,42.59,27.11,174
2023-01-06 13:00:00,23.44,83.88,30.88,159
2023-01-06 14:00:00,38.57,42.31,11.5,135
2023-01-06 15:00:00,23.08,41.44,7.87,474
2023-01-06 16:00:00,27.97,32.19,5.71,169
2023-01-06 17:00:00,32.58,58.32,24.26,176
2023-01-06 18:00:00,24.09,63.89,23.21,304
2023-01-06 19:00:00,39.29,33.94,21.4,232
2023-01-06 20:00:00,39.06,76.53,11.96,65
2023-01-06 21:00:00,21.29,57.2,16.73,111
2023-01-06 22:00:00,27.43,61.46,22.83,418
2023-01-06 23:00:00,22.52,56.45,19.9,481
2023-01-07 00:00:00,22.12,54.05,34.63,207
2023-01-07 01:00:00,15.92,63.58,9.09,317
2023-01-07 02:00:00,30.24,39.31,25.85,84
2023-01-07 03:00:00,27.57,40.92,17.13,316
2023-01-07 04:00:00,16.29,81.71,17.85,113
2023-01-07 05:00:00,21.97,86.77,26.53,99
2023-01-07 06:00:00,37.71,52.4,25.77,304
2023-01-07 07:00:00,20.99,46.24,34.74,198
2023-01-07 08:00:00,18.62,68.64,8.85,374
2023-01-07 09:00:00,27.24,54.52,8.12,353
2023-01-07 10:00:00,39.64,31.52,26.73,325
2023-01-07 11:00:00,21.05,39.37,22.35,406
2023-01-07 12:00:00,31.8,72.96,13.22,221
2023-01-07 13:00:00,34.04,69.54,7.38,466
2023-01-07 14:00:00,20.94,31.63,7.57,250
2023-01-07 15:00:00,33.21,43.32,31.83,494
2023-01-07 16:00:00,24.19,43.86,10.76,442
2023-01-07 17:00:00,30.81,70.31,14.7,373
2023-01-07 18:00:00,30.84,31.18,11.8,84
2023-01-07 19:00:00,28.39,36.25,15.65,265
2023-01-07 20:00:00,17.26,77.99,7.08,114
2023-01-07 21:00:00,35.88,40.71,20.57,57
2023-01-07 22:00:00,23.02,69.16,7.03,350
2023-01-07 23:00:00,19.66,44.29,29.01,392
2023-01-08 00:00:00,16.02,35.97,12.01,480
2023-01-08 01:00:00,29.77,44.59,21.2,473
2023-01-08 02:00:00,31.94,73.34,31.4,381
2023-01-08 03:00:00,15.41,81.34,24.53,487
2023-01-08 04:00:00,27.8,79.81,20.99,125
2023-01-08 05:00:00,20.66,53.83,14.73,223
2023-01-08 06:00:00,31.13,70.09,14.99,96
2023-01-08 07:00:00,19.36,42.3,25.08,64
2023-01-08 08:00:00,32.27,47.59,34.82,410
2023-01-08 09:00:00,24.67,83.78,24.86,196
2023-01-08 10:00:00,38.42,30.78,21.73,75
2023-01-08 11:00:00,18.44,35.13,26.92,357
2023-01-08 12:00:00,23.53,42.47,18.96,142
2023-01-08 13:00:00,17.84,31.59,6.8,455
2023-01-08 14:00:00,38.12,40.89,21.87,281
2023-01-08 15:00:00,36.93,64.98,33.73,70
2023-01-08 16:00:00,21.45,55.29,10.26,356
2023-01-08 17:00:00,31.5,83.56,25.7,87
2023-01-08 18:00:00,35.43,79.05,11.03,325
2023-01-08 19:00:00,28.88,50.51,21.07,206
2023-01-08 20:00:00,28.24,45.57,7.9,228
2023-01-08 21:00:00,21.05,52.78,18.51,181
2023-01-08 22:00:00,17.33,65.42,27.68,360
2023-01-08 23:00:00,37.43,46.08,15.43,397
2023-01-09 00:00:00,37.51,67.45,24.95,77
2023-01-09 01:00:00,30.83,54.56,28.86,309
2023-01-09 02:00:00,23.48,63.12,32.82,455
2023-01-09 03:00:00,23.73,56.17,12.04,125
2023-01-09 04:00:00,33.15,47.67,16.98,478
2023-01-09 05:00:00,37.43,86.91,9.57,116
2023-01-09 06:00:00,37.18,75.82,34.77,391
2023-01-09 07:00:00,34.5,38.41,32.81,243
2023-01-09 08:00:00,31.05,82.11,21.2,211
2023-01-09 09:00:00,17.1,59.25,30.26,396
2023-01-09 10:00:00,19.04,83.67,20.63,488
2023-01-09 11:00:00,37.46,77.99,23.71,410
2023-01-09 12:00:00,30.16,55.51,7.67,306
2023-01-09 13:00:00,15.23,31.35,27.66,121
2023-01-09 14:00:00,17.54,46.12,8.83,136
2023-01-09 15:00:00,31.59,62.5,29.78,471
2023-01-09 16:00:00,15.13,68.01,28.46,311
2023-01-09 17:00:00,19.02,45.47,26.26,263
2023-01-09 18:00:00,28.72,38.36,6.08,202
2023-01-09 19:00:00,32.3,80.1,14.09,259
2023-01-09 20:00:00,31.3,89.06,12.89,450
2023-01-09 21:00:00,20.61,61.54,15.8,110
2023-01-09 22:00:00,32.8,40.3,7.63,317
2023-01-09 23:00:00,20.93,46.34,33.11,311
2023-01-10 00:00:00,23.13,31.1,21.61,267
2023-01-10 01:00:00,33.66,84.86,14.17,332
2023-01-10 02:00:00,31.24,37.07,16.91,185
2023-01-10 03:00:00,36.23,64.59,18.42,429
2023-01-10 04:00:00,31.44,46.44,23.02,411
2023-01-10 05:00:00,29.21,63.25,20.47,498
2023-01-10 06:00:00,17.34,69.09,32.58,490
2023-01-10 07:00:00,24.19,79.78,19.91,142
2023-01-10 08:00:00,21.63,42.39,34.76,158
2023-01-10 09:00:00,21.1,30.66,30.54,290
2023-01-10 10:00:00,39.33,38.21,11.26,404
2023-01-10 11:00:00,24.83,84.0,32.92,473
2023-01-10 12:00:00,37.3,82.43,8.49,191
2023-01-10 13:00:00,30.78,65.84,29.52,340
2023-01-10 14:00:00,34.87,66.03,16.42,481
2023-01-10 15:00:00,27.57,69.9,31.34,286
2023-01-10 16:00:00,29.42,40.52,31.04,389
2023-01-10 17:00:00,27.31,84.86,29.18,361
2023-01-10 18:00:00,19.88,55.13,28.7,226
2023-01-10 19:00:00,33.06,52.99,14.14,190
2023-01-10 20:00:00,22.02,61.14,7.43,238
2023-01-10 21:00:00,15.61,32.82,17.09,98
2023-01-10 22:00:00,31.14,39.98,10.21,351
2023-01-10 23:00:00,19.43,74.28,25.85,418
2023-01-11 00:00:00,38.51,34.97,15.38,239
2023-01-11 01:00:00,38.85,66.19,34.27,185
2023-01-11 02:00:00,37.87,44.72,24.23,92
2023-01-11 03:00:00,24.25,53.36,29.67,453
2023-01-11 04:00:00,15.39,47.32,8.98,429
2023-01-11 05:00:00,38.21,51.34,30.86,402
2023-01-11 06:00:00,25.7,73.14,32.68,139
2023-01-11 07:00:00,39.17,47.83,19.61,344
2023-01-11 08:00:00,39.09,63.98,23.19,390
2023-01-11 09:00:00,36.33,58.56,27.94,294
2023-01-11 10:00:00,22.36,69.82,10.25,482
2023-01-11 11:00:00,24.63,86.21,20.08,241
2023-01-11 12:00:00,36.28,73.95,16.96,367
2023-01-11 13:00:00,22.92,42.9,9.39,155
2023-01-11 14:00:00,19.24,31.87,16.03,412
2023-01-11 15:00:00,28.92,45.74,7.05,359
2023-01-11 16:00:00,38.4,65.7,5.77,431
2023-01-11 17:00:00,32.4,33.09,9.05,282
2023-01-11 18:00:00,29.25,59.78,33.89,314
2023-01-11 19:00:00,17.43,65.81,21.49,393
2023-01-11 20:00:00,30.38,50.05,33.97,86
2023-01-11 21:00:00,39.75,76.25,17.97,354
2023-01-11 22:00:00,18.5,36.4,14.35,90
2023-01-11 23:00:00,27.96,34.51,20.18,66
2023-01-12 00:00:00,36.93,73.69,18.19,393
2023-01-12 01:00:00,33.52,59.73,8.17,326
2023-01-12 02:00:00,32.43,71.3,24.22,356
2023-01-12 03:00:00,32.56,56.09,11.48,108
2023-01-12 04:00:00,23.99,44.78,23.59,472
2023-01-12 05:00:00,22.34,79.15,24.51,232
2023-01-12 06:00:00,35.23,77.96,9.56,90
2023-01-12 07:00:00,35.25,71.68,6.84,88
2023-01-12 08:00:00,36.68,46.33,28.42,446
2023-01-12 09:00:00,37.83,65.41,18.79,241
2023-01-12 10:00:00,27.78,51.66,6.74,316
2023-01-12 11:00:00,27.54,35.49,34.85,196
2023-01-12 12:00:00,34.96,85.04,6.73,444
2023-01-12 13:00:00,31.25,38.21,25.85,382
2023-01-12 14:00:00,32.55,87.01,34.51,176
2023-01-12 15:00:00,34.89,56.76,12.18,95
2023-01-12 16:00:00,37.25,41.11,9.27,94
2023-01-12 17:00:00,23.45,62.51,8.64,50
2023-01-12 18:00:00,24.39,82.38,14.1,217
2023-01-12 19:00:00,17.35,73.93,8.03,157
2023-01-12 20:00:00,29.46,78.39,25.76,68
2023-01-12 21:00:00,15.9,69.53,6.87,381
2023-01-12 22:00:00,26.64,71.54,20.28,121
2023-01-12 23:00:00,28.57,80.95,34.9,494
2023-01-13 00:00:00,22.16,44.98,29.42,158
2023-01-13 01:00:00,29.77,59.37,23.46,317
2023-01-13 02:00:00,15.76,43.27,14.19,494
2023-01-13 03:00:00,15.93,89.26,23.72,289
2023-01-13 04:00:00,35.57,86.64,20.81,466
2023-01-13 05:00:00,24.0,32.37,17.78,350
2023-01-13 06:00:00,18.18,72.33,8.92,139
2023-01-13 07:00:00,28.06,85.51,31.6,152
2023-01-13 08:00:00,34.25,40.83,18.49,299
2023-01-13 09:00:00,20.4,64.08,10.84,57
2023-01-13 10:00:00,30.57,84.93,16.03,202
2023-01-13 11:00:00,17.13,32.04,17.42,396
2023-01-13 12:00:00,16.29,71.85,29.83,223
2023-01-13 13:00:00,28.28,47.84,27.01,392
2023-01-13 14:00:00,28.52,85.46,28.08,207
2023-01-13 15:00:00,30.94,88.26,5.33,480
2023-01-13 16:00:00,33.15,86.66,17.48,264
2023-01-13 17:00:00,39.4,58.45,19.44,226
2023-01-13 18:00:00,27.91,81.72,5.58,224
2023-01-13 19:00:00,23.07,80.67,12.79,389
2023-01-13 20:00:00,34.88,49.15,27.81,387
2023-01-13 21:00:00,21.77,79.73,9.11,195
2023-01-13 22:00:00,25.97,32.22,21.06,499
2023-01-13 23:00:00,16.96,65.78,11.46,373
2023-01-14 00:00:00,15.63,43.8,5.36,210
2023-01-14 01:00:00,39.07,37.23,12.24,176
2023-01-14 02:00:00,35.9,34.62,34.28,469
2023-01-14 03:00:00,32.4,71.78,29.05,131
2023-01-14 04:00:00,25.22,50.39,33.79,196
2023-01-14 05:00:00,19.33,73.49,19.64,288
2023-01-14 06:00:00,18.91,33.92,8.29,461
2023-01-14 07:00:00,21.26,48.92,21.44,473
2023-01-14 08:00:00,28.73,62.37,18.63,133
2023-01-14 09:00:00,32.86,77.44,30.33,162
2023-01-14 10:00:00,31.5,49.13,7.94,274
2023-01-14 11:00:00,22.0,67.55,19.65,381
2023-01-14 12:00:00,38.87,83.16,9.5,427
2023-01-14 13:00:00,33.45,66.95,14.74,292
2023-01-14 14:00:00,28.86,43.98,27.12,192
2023-01-14 15:00:00,30.29,31.46,19.28,90
2023-01-14 16:00:00,25.49,82.21,16.28,472
2023-01-14 17:00:00,21.19,31.28,16.83,307
2023-01-14 18:00:00,23.9,82.48,18.78,496
2023-01-14 19:00:00,33.95,61.74,28.55,334
2023-01-14 20:00:00,15.36,86.34,31.76,154
2023-01-14 21:00:00,17.9,77.93,33.66,251
2023-01-14 22:00:00,16.15,89.88,28.61,499
2023-01-14 23:00:00,16.02,51.04,14.46,356
2023-01-15 00:00:00,36.39,76.03,25.64,380
2023-01-15 01:00:00,32.59,54.12,18.13,315
2023-01-15 02:00:00,26.85,58.79,12.64,447
2023-01-15 03:00:00,17.45,67.65,30.23,259
2023-01-15 04:00:00,27.29,82.42,6.15,100
2023-01-15 05:00:00,26.84,89.05,32.05,167
2023-01-15 06:00:00,19.33,76.1,18.84,250
2023-01-15 07:00:00,25.85,55.07,24.12,426
2023-01-15 08:00:00,24.96,55.28,24.78,88
2023-01-15 09:00:00,30.4,74.25,31.85,77
2023-01-15 10:00:00,30.88,44.33,24.1,308
2023-01-15 11:00:00,16.13,36.63,23.42,133
2023-01-15 12:00:00,24.37,51.28,7.0,204
2023-01-15 13:00:00,30.65,47.23,20.55,166
2023-01-15 14:00:00,27.58,47.78,9.51,51
2023-01-15 15:00:00,36.41,44.02,27.12,142
2023-01-15 16:00:00,31.47,32.53,20.37,215
2023-01-15 17:00:00,19.07,31.07,25.41,436
2023-01-15 18:00:00,16.76,89.26,6.25,449
2023-01-15 19:00:00,31.06,55.67,7.54,399
2023-01-15 20:00:00,15.66,53.06,26.49,345
2023-01-15 21:00:00,29.64,70.78,7.16,307
2023-01-15 22:00:00,38.51,43.1,7.14,130
2023-01-15 23:00:00,29.39,87.0,5.36,474
2023-01-16 00:00:00,24.7,77.18,33.7,317
2023-01-16 01:00:00,31.08,35.36,27.13,468
2023-01-16 02:00:00,26.46,55.05,15.6,284
2023-01-16 03:00:00,28.64,82.75,13.9,370
2023-01-16 04:00:00,38.54,86.68,15.49,360
2023-01-16 05:00:00,24.65,58.04,28.24,350
2023-01-16 06:00:00,39.03,66.8,24.84,406
2023-01-16 07:00:00,37.63,40.02,10.56,262
2023-01-16 08:00:00,19.89,89.47,10.22,111
2023-01-16 09:00:00,16.73,43.9,7.95,98
2023-01-16 10:00:00,17.52,86.56,24.81,176
2023-01-16 11:00:00,15.46,68.98,27.93,272
2023-01-16 12:00:00,17.36,66.46,12.95,458
2023-01-16 13:00:00,32.08,60.76,5.63,328
2023-01-16 14:00:00,16.78,43.84,7.47,457
2023-01-16 15:00:00,22.97,40.59,34.04,343
2023-01-16 16:00:00,36.12,43.23,13.86,333
2023-01-16 17:00:00,15.58,41.19,28.08,326
2023-01-16 18:00:00,35.36,76.78,23.74,487
2023-01-16 19:00:00,22.05,51.01,16.46,156
2023-01-16 20:00:00,17.95,33.47,11.17,195
2023-01-16 21:00:00,32.42,88.15,8.64,469
2023-01-16 22:00:00,30.72,83.03,23.45,148
2023-01-16 23:00:00,36.94,85.67,28.24,478
2023-01-17 00:00:00,33.38,89.69,24.32,424
2023-01-17 01:00:00,35.09,40.43,20.91,122
2023-01-17 02:00:00,22.05,53.77,6.26,486
2023-01-17 03:00:00,19.44,75.49,34.05,171
2023-01-17 04:00:00,33.77,71.76,28.96,79
2023-01-17 05:00:00,35.17,39.23,13.78,237
2023-01-17 06:00:00,39.76,78.95,34.4,413
2023-01-17 07:00:00,25.32,43.47,23.06,403
2023-01-17 08:00:00,24.3,43.43,22.47,337
2023-01-17 09:00:00,34.41,62.22,27.44,244
2023-01-17 10:00:00,23.52,65.58,29.35,205
2023-01-17 11:00:00,38.27,64.81,24.69,221
2023-01-17 12:00:00,36.46,35.49,8.84,384
2023-01-17 13:00:00,25.72,82.65,15.15,90
2023-01-17 14:00:00,33.77,45.94,32.84,112
2023-01-17 15:00:00,33.86,37.77,11.74,72
2023-01-17 16:00:00,17.58,83.32,16.17,409
2023-01-17 17:00:00,37.56,87.34,17.96,124
2023-01-17 18:00:00,27.63,81.73,18.18,97
2023-01-17 19:00:00,35.66,78.57,23.39,209
2023-01-17 20:00:00,23.0,69.31,33.29,362
2023-01-17 21:00:00,37.39,63.05,12.22,167
2023-01-17 22:00:00,24.73,35.22,8.65,149
2023-01-17 23:00:00,15.27,54.51,10.92,429
2023-01-18 00:00:00,37.63,52.36,31.61,466
2023-01-18 01:00:00,17.28,45.59,24.37,457
2023-01-18 02:00:00,22.98,73.41,13.58,216
2023-01-18 03:00:00,38.75,59.75,29.48,339
2023-01-18 04:00:00,38.77,34.86,30.84,489
2023-01-18 05:00:00,29.34,43.21,30.4,205
2023-01-18 06:00:00,30.8,71.0,32.57,470
2023-01-18 07:00:00,26.21,34.57,12.57,56
2023-01-18 08:00:00,22.33,81.07,27.65,245
2023-01-18 09:00:00,23.22,59.71,18.82,470
2023-01-18 10:00:00,31.81,58.84,30.26,105
2023-01-18 11:00:00,33.81,65.54,26.85,370
2023-01-18 12:00:00,34.79,79.48,28.29,242
2023-01-18 13:00:00,34.74,50.87,24.68,96
2023-01-18 14:00:00,17.28,70.68,10.32,197
2023-01-18 15:00:00,27.36,63.94,21.35,324
2023-01-18 16:00:00,16.44,46.02,34.54,206
2023-01-18 17:00:00,28.74,82.72,33.12,251
2023-01-18 18:00:00,26.04,77.85,6.3,493
2023-01-18 19:00:00,37.19,69.51,9.94,451
2023-01-18 20:00:00,23.77,81.03,8.95,468
2023-01-18 21:00:00,17.93,82.04,26.78,476
2023-01-18 22:00:00,18.57,72.5,29.53,175
2023-01-18 23:00:00,34.04,80.22,11.41,444
2023-01-19 00:00:00,30.46,71.85,20.18,354
2023-01-19 01:00:00,17.53,70.81,30.22,418
2023-01-19 02:00:00,17.1,67.12,26.98,343
2023-01-19 03:00:00,32.52,75.16,21.27,113
2023-01-19 04:00:00,16.82,39.52,22.71,374
2023-01-19 05:00:00,35.55,82.85,20.25,441
2023-01-19 06:00:00,32.66,82.31,13.93,467
2023-01-19 07:00:00,17.03,31.75,21.95,225
2023-01-19 08:00:00,17.12,79.55,25.67,165
2023-01-19 09:00:00,39.67,37.73,31.2,489
2023-01-19 10:00:00,24.36,50.11,24.09,253
2023-01-19 11:00:00,24.27,74.61,27.83,370
2023-01-19 12:00:00,35.32,39.65,9.8,80
2023-01-19 13:00:00,38.68,79.08,18.85,437
2023-01-19 14:00:00,39.65,79.93,5.28,162
2023-01-19 15:00:00,33.83,60.45,12.4,414
2023-01-19 16:00:00,24.41,30.38,26.79,483
2023-01-19 17:00:00,17.09,47.22,34.75,374
2023-01-19 18:00:00,34.43,67.02,7.98,463
2023-01-19 19:00:00,28.96,88.87,17.04,425
2023-01-19 20:00:00,25.61,67.91,29.0,393
2023-01-19 21:00:00,37.66,45.59,11.12,492
2023-01-19 22:00:00,17.78,68.04,21.65,116
2023-01-19 23:00:00,27.32,62.4,26.99,124
2023-01-20 00:00:00,15.28,76.79,23.48,94
2023-01-20 01:00:00,26.72,36.42,10.64,309
2023-01-20 02:00:00,16.41,75.66,15.66,203
2023-01-20 03:00:00,17.97,62.48,28.51,204
2023-01-20 04:00:00,17.94,87.78,21.63,479
2023-01-20 05:00:00,31.23,50.51,5.16,412
2023-01-20 06:00:00,33.65,67.96,27.83,497
2023-01-20 07:00:00,29.58,85.92,6.06,283
2023-01-20 08:00:00,39.05,36.15,27.37,100
2023-01-20 09:00:00,24.37,86.23,11.07,355
2023-01-20 10:00:00,22.14,71.27,33.74,311
2023-01-20 11:00:00,36.71,34.07,16.04,364
2023-01-20 12:00:00,20.59,48.06,14.81,174
2023-01-20 13:00:00,39.08,72.49,9.47,448
2023-01-20 14:00:00,15.3,34.04,14.17,294
2023-01-20 15:00:00,39.25,64.93,31.3,79
2023-01-20 16:00:00,16.08,50.75,34.89,475
2023-01-20 17:00:00,37.28,67.25,16.05,171
2023-01-20 18:00:00,28.19,32.74,18.46,174
2023-01-20 19:00:00,39.82,82.29,26.66,86
2023-01-20 20:00:00,16.84,88.41,31.59,219
2023-01-20 21:00:00,28.85,88.13,22.79,173
2023-01-20 22:00:00,39.23,74.98,16.75,406
2023-01-20 23:00:00,28.08,37.81,17.38,84
2023-01-21 00:00:00,30.73,75.5,25.87,136
2023-01-21 01:00:00,32.39,31.48,5.1,183
2023-01-21 02:00:00,26.36,31.33,23.59,245
2023-01-21 03:00:00,30.69,49.42,15.66,323
2023-01-21 04:00:00,29.61,59.32,28.83,250
2023-01-21 05:00:00,37.53,76.22,7.79,418
2023-01-21 06:00:00,16.14,71.0,22.65,334
2023-01-21 07:00:00,22.02,56.75,19.43,126
2023-01-21 08:00:00,38.76,46.42,24.27,108
2023-01-21 09:00:00,37.26,89.83,6.95,480
2023-01-21 10:00:00,26.39,55.57,22.4,175
2023-01-21 11:00:00,30.5,57.08,21.84,450
2023-01-21 12:00:00,21.93,39.82,21.82,158
2023-01-21 13:00:00,19.7,77.69,23.1,273
2023-01-21 14:00:00,26.59,71.62,25.29,327
2023-01-21 15:00:00,23.83,43.25,29.15,117
2023-01-21 16:00:00,29.59,34.94,13.09,118
2023-01-21 17:00:00,16.94,70.83,29.75,214
2023-01-21 18:00:00,39.36,69.27,19.95,354
2023-01-21 19:00:00,39.66,46.4,7.31,446
2023-01-21 20:00:00,32.45,87.05,6.76,211
2023-01-21 21:00:00,28.4,39.06,15.03,414
2023-01-21 22:00:00,22.74,55.94,28.55,391
2023-01-21 23:00:00,35.34,86.62,26.23,358
2023-01-22 00:00:00,32.12,55.18,28.66,428
2023-01-22 01:00:00,19.07,68.31,20.52,392
2023-01-22 02:00:00,37.77,53.86,18.21,484
2023-01-22 03:00:00,35.56,46.45,9.42,436
2023-01-22 04:00:00,38.74,89.04,14.85,91
2023-01-22 05:00:00,33.14,54.56,18.02,403
2023-01-22 06:00:00,30.34,83.65,7.66,465
2023-01-22 07:00:00,25.46,43.8,11.62,158
2023-01-22 08:00:00,38.32,42.79,22.95,100
2023-01-22 09:00:00,36.65,31.87,27.07,299
2023-01-22 10:00:00,16.13,69.1,34.95,390
2023-01-22 11:00:00,15.66,52.11,32.99,479
2023-01-22 12:00:00,24.41,81.86,24.28,432
